time,open,high,low,close,Basis,Upper,Lower,EMA,Smoothing Line,Plot,Plot,Plot,Plot,Volume,Volume MA,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Histogram,MACD,Signal
1657134000,0.06849,0.06872,0.06785,0.06815,NaN,NaN,NaN,NaN,NaN,0.06764111044128285,0.06750964213353398,0.06733939270715203,0.06714206651922555,21640927,27449291.30000045,60.22727991430025,54.92146782834482,NaN,NaN,56.384559414461215,52.17978636705362,NaN,NaN,0.0001127299352250772,0.0001552979089334272,0.00004256797370835
1657137600,0.06815,0.06859,0.06796,0.06839,NaN,NaN,NaN,NaN,NaN,0.06771243325639877,0.06754416597143462,0.0673601968119609,0.06715448376779047,17688042,26892952.500000454,64.45061191175124,55.36203188693842,NaN,NaN,58.68177997626175,52.620110824865336,NaN,NaN,0.00012127381248445175,0.00019416023931391468,0.00007288642682946293
1657141200,0.06839,0.06849,0.06814,0.06831,NaN,NaN,NaN,NaN,NaN,0.06776934437483698,0.06757419867843718,0.06737900479588246,0.06716598144174281,11447607,26010783.05000045,61.89468279434032,55.855384038908774,NaN,NaN,57.59286359209445,53.072961662462376,NaN,NaN,0.00011450167083629138,0.00021601351537482716,0.00010151184453853578
1657144800,0.06834,0.0693,0.06826,0.06865,NaN,NaN,NaN,NaN,NaN,0.06785321633913821,0.06761638696555729,0.06740417301774618,0.06718074779555631,31625823,26600794.400000453,68.15623360952648,56.9415076891692,NaN,NaN,60.912586253005756,53.81747576995689,NaN,NaN,0.00012502719844737983,0.00025779584259776056,0.00013276864415038073
1657148400,0.06865,0.06924,0.06842,0.06844,NaN,NaN,NaN,NaN,NaN,0.06790910049731552,0.06764868551592759,0.06742468444313734,0.06719327766823735,34098257,27174592.400000453,60.94036604211788,57.12644884780134,NaN,NaN,57.89784320275898,54.18425096391167,NaN,NaN,0.00011045812711326375,0.0002708413030419604,0.00016038317592869666
1657152000,0.06843,0.06897,0.06815,0.06876,NaN,NaN,NaN,NaN,NaN,0.06799013854519023,0.0676922664760873,0.06745112633535244,0.06720886694517031,41038526,27680769.30000045,67.12754387549501,58.32644375704485,NaN,NaN,61.0604793560298,54.986474413399655,NaN,NaN,0.00011449558752533618,0.0003035026603353669,0.0001890070728100307
1657155600,0.06876,0.06951,0.06843,0.06893,NaN,NaN,NaN,NaN,NaN,0.06807964915993402,0.0677408050456525,0.06748041096237517,0.06722599264720841,28148501,28263863.000000454,70.06634323765552,59.64756265166409,NaN,NaN,62.66499773231186,55.86929975187348,NaN,NaN,0.00012015000304442492,0.00033919457661556185,0.00021904457357113693
1657159200,0.06892,0.06904,0.06831,0.06861,NaN,NaN,NaN,NaN,NaN,0.06813015876374982,0.06777489112229358,0.06750277906213012,0.06723976386464912,23571418,28563225.30000045,58.56776199426196,60.35058219014333,NaN,NaN,57.834141345847065,56.47903462407205,NaN,NaN,0.00009497697946252411,0.00033776579789929206,0.00024278881843676795
1657162800,0.0686,0.06885,0.06847,0.06868,NaN,NaN,NaN,NaN,NaN,0.06818252459577365,0.067810385588086,0.06752609036783051,0.06725409457246356,12149586,28462550.80000045,60.23328035479182,60.75486388385673,NaN,NaN,58.586242882002296,56.99271612548892,NaN,NaN,0.00007647394291231601,0.000338381247077163,0.000261907304164847
1657166400,0.06866,0.06877,0.06823,0.06846,NaN,NaN,NaN,NaN,NaN,0.06820895082474758,0.06783586066306302,0.06754458362787347,0.06726609363144402,15640141,28375652.950000454,52.495684141889,61.18600731923715,NaN,NaN,55.25072819266022,57.470888001989636,NaN,NaN,0.000044440062673105016,0.00031745738250622824,0.0002730173198331232
1657170000,0.06846,0.06854,0.06786,0.06802,NaN,NaN,NaN,NaN,NaN,0.06819095550810496,0.06784308181353113,0.06755399781346014,0.06727359518735006,18385944,28422010.950000454,40.38933843623995,61.636983260936155,NaN,NaN,49.215622608589584,57.90229306830338,NaN,NaN,-0.000008536593250755556,0.0002623465782696788,0.00027088317152043433
