,time,open,high,low,close,Basis,Upper,Lower,EMA,Smoothing Line,Plot,Plot.1,Plot.2,Plot.3,Volume,Volume MA,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,RSI.1,RSI-based MA.1,Upper Bollinger Band.1,Lower Bollinger Band.1,Histogram,MACD,Signal,datetime,year,month,day,hour,date
255,1649779200,45.95,46.12,45.62,45.72,,,,,,46.72261520155565,47.08445516564721,45.82782972885422,43.04633925241642,101193,176826.55,36.48394986267995,50.417707112495656,,,41.12553276925027,47.131766350850704,,,-0.023952261706472,-0.3525183203328907,-0.3285660586264187,2022-04-13 00:00:00,2022,5,14,0,2022-4-13
265,1649865600,45.69,45.94,45.46,45.9,,,,,,45.83505914429067,46.47714640074479,45.71719631894718,43.25178275128282,136683,137171.3,55.88832360291074,39.72818462169418,,,48.55785287644388,41.543147772064906,,,0.1049094526964009,-0.4111509306182839,-0.5160603833146848,2022-04-14 00:00:00,2022,5,16,23,2022-4-14
276,1649952000,45.66,47.02,45.33,46.92,,,,,,46.45812157823471,46.5590139650153,45.90764366562868,43.6076260114364,781670,320903.8,53.29552238816324,57.02237112119851,,,52.74984288545233,51.93101246215075,,,0.1271721269773806,0.1809927946580174,0.0538206676806367,2022-04-15 00:00:00,2022,5,18,1,2022-4-15
283,1650279600,46.7,47.44,46.52,46.64,,,,,,46.33205726645623,46.45671461841064,45.93503019134213,43.776518188831545,33889,386344.95,53.570149299181935,54.671472863845246,,,51.87778276473396,52.61876733733683,,,0.0414869410654154,0.0536354423320943,0.0121485012666789,2022-04-18 19:00:00,2022,5,18,21,2022-4-18
288,1650297600,47.25,47.25,46.35,46.79,,,,,,46.41077005329079,46.46468593244349,45.98787408276036,43.90862073457118,295190,433383.75,53.74558369263661,49.20722256059445,,,52.27590665036813,49.62232132708793,,,0.060825892949901,0.0962064192670624,0.0353805263171614,2022-04-19 00:00:00,2022,5,19,2,2022-4-19
301,1650384000,48.11,48.49,47.63,47.92,,,,,,47.68662564671224,47.16688047157661,46.49538440711289,44.43274391822355,364671,232509.3,50.28613226053007,59.3589116206906,,,53.35537023537208,56.97877910419341,,,-0.0553633429413539,0.4130366144269786,0.4683999573683325,2022-04-20 00:00:00,2022,5,20,5,2022-4-20
313,1650470400,45.63,45.91,45.03,45.47,,,,,,46.663385260702405,46.830767966396266,46.45508219531376,44.64583792625701,218253,208135.35,37.69148855332523,38.881100094080594,,,41.47264918387282,45.3060090421106,,,-0.1877796508243759,-0.3566399290346496,-0.1688602782102736,2022-04-21 00:00:00,2022,5,21,6,2022-4-21
324,1650556800,46.36,47.93,46.2,46.72,,,,,,46.41415230929388,46.62017353528231,46.40889556921195,44.80898258186693,195795,163911.0,56.98699199757732,48.112593199222665,,,51.84786651311957,47.07975739869524,,,0.0941784196680875,-0.128667247741653,-0.2228456674097405,2022-04-22 00:00:00,2022,5,24,5,2022-4-22
336,1650643200,48.19,48.36,47.92,48.18,,,,,,47.46499333448882,47.07257749338456,46.699014441999566,45.14147393005501,148219,162907.85,58.09787253064693,63.45803013768072,,,57.5831802196445,56.82441875954273,,,0.1775949375290823,0.4804709545624774,0.3028760170333952,2022-04-23 00:00:00,2022,5,25,20,2022-4-23
343,1650884400,49.62,51.78,49.62,51.4,,,,,,48.36889167047504,47.5886894262581,47.02085394512073,45.41255418754613,174835,165511.75,85.09734870595487,66.61373906721867,,,74.7015180052579,61.35060294385625,,,0.2091222304188871,0.7516004865861845,0.5424782561672974,2022-04-25 19:00:00,2022,5,26,3,2022-4-25
348,1650902400,51.005,52.29,50.56,51.68,,,,,,49.41942367643984,48.21098332952426,47.40110151217569,45.68575257184027,738094,242009.25,74.70621920364512,67.43851155870337,,,70.2154833630102,64.0653412442441,,,0.2230683806151697,1.0604675129671506,0.8373991323519808,2022-04-26 00:00:00,2022,5,26,21,2022-4-26
361,1650988800,50.02,50.235,49.75,49.9,,,,,,50.6197479792932,49.4268847785574,48.28309833438321,46.367069803397925,395174,383569.65,25.27463778749465,59.211405414767015,,,45.43153505933706,63.00876710039282,,,-0.3421275729809944,0.4555888024262913,0.7977163754072857,2022-04-27 00:00:00,2022,5,28,0,2022-4-27
373,1651075200,48.49,48.96,48.36,48.79,,,,,,49.49317240216821,49.30536163885069,48.46665475588985,46.68302972522165,270169,271530.35,38.40839759006046,26.313844777377494,,,40.59899640846687,40.94302215381489,,,-0.2341516818343962,-0.3996831531200584,-0.1655314712856622,2022-04-28 00:00:00,2022,6,1,1,2022-4-28
383,1651161600,49.03,49.9,49.03,49.63,,,,,,49.08215779667741,49.1422923355028,48.52720760515679,46.88408763569186,298926,181433.35,66.2499539974956,38.47049296020446,,,55.41481730618845,40.88747107172802,,,0.083036168012151,-0.2355504396439371,-0.3185866076560882,2022-04-29 00:00:00,2022,6,2,0,2022-4-29
392,1651248000,49.47,49.76,49.41,49.53,,,,,,49.31618716700863,49.23968274124886,48.68095205766748,47.10567187622372,85524,144841.15,56.43707376569529,55.06286527683047,,,53.10447028606917,50.24286028151313,,,0.1014694466804318,0.044634089702896,-0.0568353569775357,2022-04-30 00:00:00,2022,6,3,0,2022-4-30
399,1651489200,48.96,48.98,48.86,48.86,,,,,,49.19105635987914,49.201539074029554,48.73424572304605,47.23993235998894,2430,123399.3,34.258167244122816,50.04569241783226,,,43.11738033019444,49.80275541631908,,,-0.034294272759516,-0.0694689070232001,-0.0351746342636841,2022-05-02 19:00:00,2022,6,3,22,2022-5-2
404,1651507200,49.03,49.14,48.835,49.02,,,,,,49.18845896113744,49.1992241677689,48.77761327844359,47.33506309403448,123096,101047.85,43.97402741756527,46.73747187093359,,,46.63664549150303,48.5059903626729,,,-0.0037791557331818,-0.0425037801407057,-0.0387246244075239,2022-05-03 00:00:00,2022,6,4,3,2022-5-3
414,1651593600,49.11,49.21,49.0,49.13,,,,,,49.1870231192908,49.195624824670055,48.85213850486127,47.51147898138817,97673,93891.55,46.92074435854578,50.82414850634496,,,48.4973534472821,49.95490916569809,,,0.0013659987364811,-0.0174796934017038,-0.018845692138185,2022-05-04 00:00:00,2022,6,7,3,2022-5-4
424,1651680000,48.685,48.77,48.55,48.64,,,,,,48.94773961870548,49.074983331302185,48.84936856572822,47.63794630046416,107001,100058.1,30.83862079670486,40.032560392431016,,,39.53258212824316,44.96126050745968,,,-0.0417763547774797,-0.1324433200395063,-0.0906669652620265,2022-05-05 00:00:00,2022,6,8,4,2022-5-5
434,1651766400,50.66,50.79,50.36,50.68,,,,,,49.72191839667964,49.39598507414343,49.05892656190182,47.86115949543839,276488,168575.2,77.90851132593656,61.64067615020882,,,71.6023891862284,57.5376266701545,,,0.2161138018588733,0.4235935097240002,0.2074797078651268,2022-05-06 00:00:00,2022,6,9,19,2022-5-6
444,1651852800,49.745,49.89,49.6,49.745,,,,,,49.8831221565772,49.59926568972712,49.23400076980932,48.06763490054368,98872,193220.0,42.55793369706438,59.80578649424573,,,49.096383991368505,60.5628534063441,,,-0.0938150077571411,0.1457522863790146,0.2395672941361557,2022-05-07 00:00:00,2022,6,10,19,2022-5-7
449,1652094000,49.16,49.16,49.06,49.08,,,,,,49.76682241912691,49.5998859800636,49.26953660521386,48.142844024142285,735,174774.2,26.1583981512664,45.15822258498481,,,38.75324092493528,51.18302471018677,,,-0.1197720430933419,-0.0036358998324885,0.1161361432608533,2022-05-09 19:00:00,2022,6,11,0,2022-5-9
454,1652112000,48.61,48.98,48.41,48.775,,,,,,49.31934895713346,49.42642486233587,49.21037804574578,48.16759873283872,111129,126498.9,42.43100468178657,38.7171239790228,,,42.74275928980016,44.877687509229965,,,-0.1771269154909759,-0.2835073778177701,-0.1063804623267942,2022-05-10 00:00:00,2022,6,11,5,2022-5-10
464,1652198400,46.74,46.99,46.67,46.765,,,,,,48.1938415231602,48.83054650434495,48.92669842676477,48.11915287571541,137417,108998.8,21.55976025903513,30.36848456158859,,,28.65558702189905,35.17304059506316,,,-0.1580104328218663,-0.6488678762446085,-0.4908574434227422,2022-05-11 00:00:00,2022,6,14,4,2022-5-11
475,1652284800,47.33,47.41,46.895,46.94,,,,,,47.60625834211118,48.29443859837906,48.61102384945076,48.0369529136816,77118,94589.35,39.098623016679504,39.847409399403816,,,40.03276111039568,38.93477980595121,,,0.0563639392384722,-0.4131587486674988,-0.469522687905971,2022-05-12 00:00:00,2022,6,15,19,2022-5-12
484,1652371200,45.285,45.89,44.9,45.82,,,,,,46.42892055279084,47.500519726501295,48.12917659371463,47.83539194711336,152861,121599.55,45.58222041909869,36.61233361958376,,,40.776126274750375,37.41328461998849,,,-0.06203383214094,-0.7307695983055638,-0.6687357661646237,2022-05-13 00:00:00,2022,6,16,4,2022-5-13
493,1652457600,41.31,41.67,41.095,41.17,,,,,,43.655445246814345,45.82184988573499,47.12245249543001,47.33776363492152,218440,191074.2,32.583669330838845,30.04194662768881,,,31.38558435063545,31.298939696370585,,,-0.3293236703983866,-1.7135533250453392,-1.3842296546469526,2022-05-14 00:00:00,2022,6,17,2,2022-5-14
499,1652698800,39.75,39.75,39.75,39.75,,,,,,42.23478864998037,44.6934233008029,46.378320109133,46.94224157793842,100,193133.6,23.8777626098676,28.806098124324112,,,27.291967679505305,29.49383831239042,,,-0.0457230627480855,-1.6416114453665571,-1.5958883826184715,2022-05-16 19:00:00,2022,6,17,22,2022-5-16
504,1652716800,38.51,38.51,37.935,38.03,,,,,,40.81019148190207,43.59921454634837,45.644926702430745,46.53923016274859,116874,178422.2,14.858445848968955,26.341847294030224,,,21.911717849633263,28.116827686303253,,,-0.0972437126315786,-1.795376517094141,-1.6981328044625623,2022-05-17 00:00:00,2022,6,18,3,2022-5-17
514,1652803200,37.275,38.095,37.23,38.01,,,,,,38.656471453592864,41.55837391927419,44.15272930011207,45.67098445162117,175180,158114.6,51.70696869162133,22.54403255128027,,,36.84370909850065,24.4563837566378,,,0.2015622538742643,-1.467292762891276,-1.6688550167655405,2022-05-18 00:00:00,2022,6,22,3,2022-5-18
523,1652889600,37.13,37.295,37.015,37.29,,,,,,38.231687348161486,40.48811962037474,43.146480272026864,45.01567374006662,48783,146207.35,35.98980015491658,43.8202352843082,,,35.74614110112093,36.056761160503896,,,0.1785021226620256,-0.7887170266794001,-0.9672191493414256,2022-05-19 00:00:00,2022,6,23,1,2022-5-19
532,1652976000,36.75,36.89,36.345,36.61,,,,,,37.30557360349953,39.336621718560814,42.08165136324947,44.29857560384659,54356,97105.0,36.2007429777937,36.13815214332423,,,35.01121654151376,35.317667268730965,,,0.0786651542165717,-0.7300826531074804,-0.8087478073240522,2022-05-20 00:00:00,2022,6,24,0,2022-5-20
541,1653062400,36.77,37.18,36.755,36.92,,,,,,37.3459514295072,38.75656894890979,41.315788109171386,43.70823278713145,113185,86086.15,42.05976621916872,46.81619714047713,,,42.82515727585872,42.577999649793234,,,0.0971806100463814,-0.2898725676151343,-0.3870531776615158,2022-05-21 00:00:00,2022,6,25,0,2022-5-21
548,1653303600,38.0,38.0,37.66,37.66,,,,,,37.63372876804235,38.552167486567306,40.87214011883312,43.31691094341461,800,78340.05,49.24707243744691,54.974356105321256,,,49.42456887356348,49.75548502017848,,,0.1245840706491946,0.0128252238313706,-0.111758846817824,2022-05-23 19:00:00,2022,6,27,20,2022-5-23
553,1653321600,37.72,37.995,37.68,37.73,,,,,,37.59638620808372,38.36659490698496,40.55363021983238,43.034366011917164,51860,64122.7,54.25851976744378,52.161313554076834,,,51.06887284327218,49.68908927812147,,,0.0339581495222387,-0.0233713742911234,-0.0573295238133622,2022-05-24 00:00:00,2022,6,28,1,2022-5-24
565,1653408000,36.23,36.59,36.16,36.16,,,,,,36.93726518204217,37.74480889013171,39.74531632772793,42.327202280544334,104118,39986.2,32.24864127900955,42.08144487885641,,,37.83108040908999,43.86608496054141,,,-0.095507908333301,-0.3472369272404947,-0.2517290189071937,2022-05-25 00:00:00,2022,6,29,20,2022-5-25
